Id,airline_sentiment,airline,text,retweet_count,user_timezone
7691,positive,Delta,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)",0,Eastern Time (US & Canada)
1923,negative,Delta,@JetBlue @martysg Spoke to Corp. Customer Support already.  Shame.  Probably a reasonable and cheaper resolution to be had.  Regards,0,
2827,negative,US Airways,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",0,Eastern Time (US & Canada)
1684,negative,United,@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?,0,Eastern Time (US & Canada)
1338,negative,US Airways,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",0,
2742,negative,Southwest,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,0,
993,negative,US Airways,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,0,
8112,positive,US Airways,@USAirways right on. Up. Up &amp; away ✈️🌞,0,Quito
650,negative,US Airways,@USAirways your chairmans phone is down. what other number can i use?,0,
2902,negative,United,"@United appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?",0,Pacific Time (US & Canada)
2258,negative,Delta,@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,0,
2986,negative,United,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",0,Central Time (US & Canada)
7032,positive,Southwest,@SouthwestAir thanks for the info and the quick response!,0,Central Time (US & Canada)
2121,negative,Southwest,@SouthwestAir You guys are just being disrespectful at this point... learned my lesson about this airline,0,Quito
7174,positive,Southwest,"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",0,Arizona
6627,positive,United,@united followed and messaged. Thanks so much for the help.,0,
1564,negative,United,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,1,
6663,positive,United,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",0,Central Time (US & Canada)
2584,negative,Southwest,"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it",0,Pacific Time (US & Canada)
2185,negative,United,"@United come on, reopen 1285 at ORD and clear your growing DC backlog",0,Quito
708,negative,American,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",0,
1231,negative,Virgin America,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,0,
1258,negative,Southwest,"@SouthwestAir  Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab",0,Central Time (US & Canada)
2254,negative,Delta,@JetBlue just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful,0,
1951,negative,Southwest,@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages,0,
7988,positive,US Airways,@USAirways i got through and am able to switch my flight with no charge. Thank you,0,
8098,positive,US Airways,@USAirways Flight # 604. Thanks.,0,Eastern Time (US & Canada)
113,negative,United,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,0,Central Time (US & Canada)
7388,positive,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.,1,Eastern Time (US & Canada)
2509,negative,American,@AmericanAir weather is unavoidable. Understaffing is controllable,0,
7973,positive,US Airways,@USAirways hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.,0,
6395,positive,United,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,0,Eastern Time (US & Canada)
2548,negative,Southwest,@SouthwestAir hey... Why don't you add the intl number to your error when checking in. Going on 6 hrs looking for a way to checkin. #cancun,0,Eastern Time (US & Canada)
507,negative,Southwest,"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",0,Central Time (US & Canada)
949,negative,Delta,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,0,
6497,positive,United,@united thank you.,0,
2850,negative,Delta,@JetBlue @Amagrino will you cover the cost of my car service waiting time?!,0,Eastern Time (US & Canada)
2300,negative,American,@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,0,Indiana (East)
6466,positive,United,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",0,Eastern Time (US & Canada)
350,negative,United,@united can you not see the thread?,0,
2906,negative,US Airways,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",0,America/Chicago
2505,negative,United,"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary",0,
2620,negative,Delta,@JetBlue you respond to my friend @LisaPal but you can't respond directly to me,0,
1114,negative,Southwest,@SouthwestAir I already follow you and can't DM because u need to follow me back,0,Arizona
2846,negative,Virgin America,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",0,Pacific Time (US & Canada)
6162,positive,Virgin America,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",0,Caracas
298,negative,American,@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice,0,Alaska
1675,negative,United,@united i have items of sentimental value that I'm heartbroken are missing,0,London
6916,positive,Southwest,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.,0,Quito
2735,negative,Southwest,@SouthwestAir Yes I can. But you guys should get your act together.,0,
6652,positive,United,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,0,Amsterdam
7108,positive,Southwest,@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.,0,Arizona
7559,positive,Delta,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",0,London
7044,positive,Southwest,@SouthwestAir sure thing,0,Eastern Time (US & Canada)
7145,positive,Southwest,@SouthwestAir the new logo is going to look amazing on the airplanes,0,
1937,negative,American,@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,0,Eastern Time (US & Canada)
229,negative,Southwest,@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,0,Eastern Time (US & Canada)
76,negative,Southwest,@southwestair Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing.,0,Eastern Time (US & Canada)
103,negative,US Airways,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,0,Atlantic Time (Canada)
1722,negative,United,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days,0,London
2103,negative,American,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand http://t.co/XHSUUpHeZe,0,Eastern Time (US & Canada)
6854,positive,Southwest,@SouthwestAir show me some love and a companion flight~please and thank you!,0,Central Time (US & Canada)
6807,positive,Southwest,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",0,Eastern Time (US & Canada)
1614,negative,United,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago,0,Arizona
607,negative,American,@AmericanAir I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,0,Alaska
7657,positive,Delta,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",0,
1093,negative,Delta,@JetBlue once you go blue you don't go back,0,Eastern Time (US & Canada)
6246,positive,Virgin America,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,0,Pacific Time (US & Canada)
2622,negative,United,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.",1,
7058,positive,Southwest,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS,0,
8381,positive,American,@AmericanAir 🙏 in my hotel now. Thank you!,0,Pacific Time (US & Canada)
160,negative,United,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?",1,
203,negative,Delta,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢,0,Atlantic Time (Canada)
2387,negative,Delta,"@JetBlue from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",0,
837,negative,American,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles,0,Eastern Time (US & Canada)
2934,negative,Delta,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”",1,Eastern Time (US & Canada)
2435,negative,United,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!,0,
1230,negative,United,@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.,0,Atlantic Time (Canada)
6628,positive,United,@united Thanks JT,0,Eastern Time (US & Canada)
6569,positive,United,@united maybe on my return trip 👍,0,Eastern Time (US & Canada)
1609,negative,US Airways,@USAirways would love it if you could get my wife home sometime soon - she has been stuck in Orlando and now stuck in philly for too long,0,
8149,positive,American,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",0,Eastern Time (US & Canada)
6890,positive,Southwest,@SouthwestAir just got mine..now where to go??,0,Central Time (US & Canada)
8297,positive,American,@AmericanAir THANK YOU!!! 👍👍👍👍👍,0,
7268,positive,Southwest,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,0,Arizona
2732,negative,US Airways,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue,0,Eastern Time (US & Canada)
7608,positive,Delta,@JetBlue sent :-) curious to see what kind of comp we get.,0,Pacific Time (US & Canada)
6701,positive,United,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,0,London
7049,positive,Southwest,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,0,Indiana (East)
7953,positive,US Airways,@USAirways Thank you for your help today.  I have been a loyal US airways customer and i appreciate your responding to my tweets.,0,Hawaii
6658,positive,United,@united great. Looking forward to your response to my DM then,0,Eastern Time (US & Canada)
6333,positive,United,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,0,Central Time (US & Canada)
657,negative,United,@united It is all good -- your 1K team has been nothing short of amazing with everything.,0,
790,negative,United,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,0,
6244,positive,Virgin America,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",0,Eastern Time (US & Canada)
7183,positive,Southwest,@SouthwestAir thanks for the follow up. So glad to get my bag back.,0,
7705,positive,Delta,"@JetBlue yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!",0,
2561,negative,Southwest,@SouthwestAir flight # 317,0,Eastern Time (US & Canada)
2640,negative,American,@AmericanAir makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose,0,
1359,negative,American,"@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",0,
6408,positive,United,"@united it was very comfortable, now waiting for our luggage",0,Eastern Time (US & Canada)
2347,negative,American,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,0,
2781,negative,United,@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card,0,Eastern Time (US & Canada)
6911,positive,Southwest,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,0,Eastern Time (US & Canada)
6630,positive,United,@united Thank you!! 😊,0,Mountain Time (US & Canada)
6601,positive,United,@united perfect! Thank you!,0,Central Time (US & Canada)
7606,positive,Delta,@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest,0,Eastern Time (US & Canada)
7443,positive,Delta,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.,0,
615,negative,United,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",0,
6239,positive,Virgin America,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,0,Pacific Time (US & Canada)
2575,negative,Delta,@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,0,Eastern Time (US & Canada)
6671,positive,United,"@united Just did, thanks for checking! :)",0,Eastern Time (US & Canada)
2314,negative,United,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k",0,Pacific Time (US & Canada)
1705,negative,US Airways,@USAirways any way to get your call center to answer for a OneWorld award? Whenever try system says too busy and disconnect or endless hold,0,Eastern Time (US & Canada)
6189,positive,Virgin America,@VirginAmerica thank you! I absolutely will 😎,0,Pacific Time (US & Canada)
7431,positive,Delta,@JetBlue awesome,0,Greenland
1780,negative,Southwest,"@SouthwestAir your customer service is terrible, you're terrible, thought you should know.",0,Central Time (US & Canada)
8428,positive,American,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",0,Central Time (US & Canada)
803,negative,United,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,0,
857,negative,United,@united Been trying since 1230 to file a report.,0,Pacific Time (US & Canada)
990,negative,American,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,0,Eastern Time (US & Canada)
7463,positive,Delta,@JetBlue thanks! Have a good Sunday.,0,Eastern Time (US & Canada)
6165,positive,Virgin America,@VirginAmerica Very nicely done. 👏,0,Eastern Time (US & Canada)
219,negative,Southwest,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",0,
1288,negative,United,@united nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?,0,
582,negative,Southwest,@SouthwestAir it's not letting me DM you !!,0,
2618,negative,Delta,@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.,0,Eastern Time (US & Canada)
43,negative,US Airways,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,0,Atlantic Time (Canada)
1234,negative,United,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,1,
6151,positive,Virgin America,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",0,Central Time (US & Canada)
6321,positive,United,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,0,Eastern Time (US & Canada)
8317,positive,American,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!,0,
1892,negative,US Airways,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways",0,Pacific Time (US & Canada)
7620,positive,Delta,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",0,Eastern Time (US & Canada)
7200,positive,Southwest,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,0,Alaska
1071,negative,United,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,0,London
718,negative,United,@united why am i mot getting my refund?,0,
2364,negative,American,@americanair Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.,0,Central Time (US & Canada)
1505,negative,United,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",0,Eastern Time (US & Canada)
670,negative,United,@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,0,
2952,negative,American,@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers,0,Eastern Time (US & Canada)
7762,positive,Delta,@JetBlue Beatriz and Susan. Gate 4 MCO.,0,Eastern Time (US & Canada)
6967,positive,Southwest,@SouthwestAir finally through thx,0,Mountain Time (US & Canada)
897,negative,Delta,@JetBlue aka take stuff out of the checked bag! Then just carry on the extra weight. For someone just had shoulder surgery that's just no,0,
8368,positive,American,"@AmericanAir Yep, was in one of my other camera memory card :D",0,London
7013,positive,Southwest,@SouthwestAir rules.,0,Central Time (US & Canada)
2666,negative,US Airways,"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!",0,
2890,negative,Southwest,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.,0,Central Time (US & Canada)
7498,positive,Delta,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,0,Arizona
7298,positive,Southwest,@SouthwestAir about time! Thank you!,0,Eastern Time (US & Canada)
1530,negative,United,@united you really do have a culture problem. Everyone I tried to work with blamed someone else or told me how they're short staffed,1,Quito
7284,positive,Southwest,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",0,
6954,positive,Southwest,@SouthwestAir Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice.  #happy #customer,1,Pacific Time (US & Canada)
39,negative,American,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?,0,Central Time (US & Canada)
7722,positive,Delta,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??",0,Eastern Time (US & Canada)
6656,positive,United,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",0,Quito
1874,negative,American,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?,0,Central Time (US & Canada)
2370,negative,American,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",0,Quito
1769,negative,Virgin America,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",0,Pacific Time (US & Canada)
6345,positive,United,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",0,
220,negative,Delta,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,0,Central Time (US & Canada)
1983,negative,Delta,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,0,Eastern Time (US & Canada)
531,negative,American,@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min,0,Pacific Time (US & Canada)
6258,positive,United,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",0,Mountain Time (US & Canada)
6586,positive,United,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?",0,
6794,positive,Southwest,@SouthwestAir following. Thank you.,0,Pacific Time (US & Canada)
2881,negative,Delta,"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",0,
81,negative,Southwest,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,1,Central Time (US & Canada)
684,negative,American,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.,0,
7213,positive,Southwest,@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!,0,Central Time (US & Canada)
2163,negative,United,@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.,0,
731,negative,US Airways,"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough.",0,
2339,negative,US Airways,@USAirways you are horrendous.  Pull your shit together,0,Quito
6349,positive,United,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!,0,Alaska
2232,negative,American,@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.,0,Pacific Time (US & Canada)
6308,positive,United,@united Thank you!,0,Pacific Time (US & Canada)
2565,negative,United,@united if you lost my belongings then BE HONEST!,0,Eastern Time (US & Canada)
7071,positive,Southwest,@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,0,Central Time (US & Canada)
2705,negative,United,@united obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx,0,
1255,negative,United,@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.,0,Quito
2104,negative,United,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,0,
8441,positive,American,"@AmericanAir Flight 2954, Dallas to Grand Junction #AmazingFlightCrew",0,
6975,positive,Southwest,@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2,0,Central Time (US & Canada)
8408,positive,American,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,0,
898,negative,United,@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault,0,Eastern Time (US & Canada)
428,negative,Southwest,@SouthwestAir No I have not.,0,Quito
6824,positive,Southwest,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,0,
7885,positive,US Airways,@USAirways ok thanks,0,Eastern Time (US & Canada)
1222,negative,US Airways,"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed",0,
6267,positive,United,@united private jet would have been cool! Do does not work. I'll try again,0,
6592,positive,United,@united Thank you for the Delta transfer. Will my bags go too?,0,Pacific Time (US & Canada)
1621,negative,Delta,@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail,0,
7779,positive,Delta,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,0,
7445,positive,Delta,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,0,Atlantic Time (Canada)
1096,negative,US Airways,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it,0,Eastern Time (US & Canada)
2715,negative,United,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,0,Quito
2072,negative,United,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,0,
7866,positive,US Airways,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,0,Eastern Time (US & Canada)
8162,positive,American,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,0,Eastern Time (US & Canada)
2588,negative,US Airways,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,0,Atlantic Time (Canada)
1788,negative,Southwest,@SouthwestAir Flight 4968 (N8325D) departs @MCO enroute to @NO_Airport http://t.co/fd4SnvKIeM,0,Eastern Time (US & Canada)
6329,positive,United,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,0,
528,negative,United,"@united I received 1 bag last night, I am still missing the other one.",0,
6432,positive,United,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),0,Eastern Time (US & Canada)
6550,positive,United,@united just sent - thank you!,0,Quito
192,negative,Delta,@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,0,Eastern Time (US & Canada)
820,negative,United,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!,0,Eastern Time (US & Canada)
1126,negative,American,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",0,Eastern Time (US & Canada)
1030,negative,American,@AmericanAir one staff on desk. Now been queuing for over an hr.,0,
7798,positive,Delta,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,0,Eastern Time (US & Canada)
304,negative,US Airways,@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy,0,
1292,negative,United,@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.,7,Amsterdam
70,negative,Delta,@JetBlue People kept saying it was due to weather but there were flights going directly to boston even after our flight.,0,Eastern Time (US & Canada)
2687,negative,United,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy,0,Arizona
7690,positive,Delta,@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.,0,Eastern Time (US & Canada)
831,negative,American,@AmericanAir 2hr and 20 min delayed...still waiting...you need to do something to improve... http://t.co/1m36NTPTR8,0,
1456,negative,US Airways,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps,0,Central Time (US & Canada)
2607,negative,United,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,0,Central Time (US & Canada)
238,negative,Southwest,@SouthwestAir just sent it,0,Eastern Time (US & Canada)
92,negative,Delta,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,0,Central Time (US & Canada)
2977,negative,United,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,0,
7637,positive,Delta,@JetBlue Thank you guys! Brilliant customer service,0,
1001,negative,United,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight,0,Mountain Time (US & Canada)
8273,positive,American,@AmericanAir keep up the good work.  Got me to my destination safe and on time today,0,
2377,negative,American,"@AmericanAir just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze",0,London
7180,positive,Southwest,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,0,
1532,negative,US Airways,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks.",0,Central Time (US & Canada)
2410,negative,Delta,@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin,0,Eastern Time (US & Canada)
7109,positive,Southwest,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,1,Eastern Time (US & Canada)
411,negative,American,@AmericanAir I've been trying for 4 hours to get hold of someone.,0,Central Time (US & Canada)
6266,positive,United,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",0,Eastern Time (US & Canada)
7617,positive,Delta,"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",0,Eastern Time (US & Canada)
146,negative,US Airways,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive,0,Pacific Time (US & Canada)
2805,negative,US Airways,@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air,0,
8043,positive,US Airways,@USAirways landed safely everything worked out.,0,Eastern Time (US & Canada)
